volume,low,high,open,close,time,Fast_MA,Medium_MA,Slow_MA,RSI
29.58769542,62628.84,62673.57,62685.28,62597.08,2024-04-16 20:07:00,62597.08,62597.08,62718.31,100.0
6.36368456,62673.57,62791.79,62796.47,62668.52,2024-04-16 20:06:00,62632.8,62632.8,62718.31,100.0
4.32535299,62788.59,62806.34,62816.79,62778.01,2024-04-16 20:05:00,62681.20333333333,62681.20333333333,62718.31,100.0
5.20327853,62807.0,62798.02,62813.45,62755.0,2024-04-16 20:04:00,62699.6525,62699.6525,62718.31,88.71726978523009
3.96520414,62796.66,62829.54,62860.0,62792.94,2024-04-16 20:03:00,62718.31,62718.31,62718.31,90.48701835620903
6.18156926,62829.54,62739.76,62844.52,62737.33,2024-04-16 20:02:00,62721.48,62721.48,62746.36,73.57222091498832
2.91127454,62735.75,62718.92,62753.25,62718.41,2024-04-16 20:01:00,62721.041428571436,62721.041428571436,62756.338,69.17290856799728
8.76159284,62718.92,62738.53,62755.28,62692.49,2024-04-16 20:00:00,62717.4725,62717.4725,62739.234,63.935383986211214
86.50944162,62738.31,62785.7,62821.84,62716.1,2024-04-16 19:59:00,62717.32,62717.32,62731.454000000005,66.26222878067355
31.52561866,62786.27,62779.99,62810.45,62754.6,2024-04-16 19:58:00,62721.047999999995,62721.047999999995,62723.786,69.47384037187136
12.21163081,62779.99,62739.52,62780.0,62713.69,2024-04-16 19:57:00,62732.70900000001,62720.3790909091,62719.058,63.091950151566074
20.19555573,62735.72,62748.9,62754.77,62702.59,2024-04-16 19:56:00,62736.116,62718.89666666667,62715.89399999999,61.5576733486682
10.59048603,62750.98,62725.16,62763.55,62683.66,2024-04-16 19:55:00,62726.681000000004,62716.18615384616,62714.128000000004,59.1063990912534
16.5944074,62722.2,62725.92,62755.96,62674.92,2024-04-16 19:54:00,62718.672999999995,62713.23857142857,62705.89200000001,58.03932909196014
9.45899886,62722.68,62722.34,62733.99,62687.84,2024-04-16 19:53:00,62708.163,62711.545333333335,62692.54,59.130049895379976
12.7191996,62716.18,62717.99,62726.67,62674.92,2024-04-16 19:52:00,62701.922,62709.25625,62684.786,50.729727264435056
19.67099981,62722.35,62712.09,62748.27,62672.19,2024-04-16 19:51:00,62697.3,62707.07588235295,62678.70599999999,34.051724137931174
19.72313126,62712.09,62749.9,62771.88,62697.84,2024-04-16 19:50:00,62697.835,62706.56277777777,62681.541999999994,41.45334928229598
9.37670661,62749.9,62719.04,62771.92,62710.45,2024-04-16 19:49:00,62697.27,62706.76736842105,62688.648,36.65512667033241
10.4762571,62719.05,62677.24,62735.99,62677.24,2024-04-16 19:48:00,62689.534,62705.291000000005,62686.528000000006,39.519307915023255
31.25099709,62677.24,62736.75,62736.75,62664.84,2024-04-16 19:47:00,62684.649,62703.364761904755,62684.512,40.43905050865464
21.58606363,62739.51,62713.92,62794.0,62693.14,2024-04-16 19:46:00,62683.704000000005,62702.9,62688.702000000005,50.115032031996854
82.46408258,62713.68,62699.99,62752.26,62677.63,2024-04-16 19:45:00,62683.10099999999,62701.80130434782,62684.659999999996,42.99092664796083
